Study Name	Tungsten_Calibration
Sample Name	2024-04-25
Run Name	spot00
Operator	Angus
Date	4/25/2024
Time	11:07
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	2
dt	50.000001E-12
time stamp (ms)	11:08:54 AM
	
Time	Amplitude
2.795000E-8	-1.290879E-2
2.800000E-8	-1.149389E-2
2.805000E-8	-9.813487E-3
2.810000E-8	-7.958362E-3
2.815000E-8	-6.002173E-3
2.820000E-8	-4.066540E-3
2.825000E-8	-2.314192E-3
2.830000E-8	-8.564712E-4
2.835000E-8	2.363910E-4
2.840000E-8	9.181451E-4
2.845000E-8	1.169949E-3
2.850000E-8	9.935149E-4
2.855000E-8	3.939824E-4
2.860000E-8	-5.961028E-4
2.865000E-8	-1.916787E-3
2.870000E-8	-3.487562E-3
2.875000E-8	-5.222781E-3
2.880000E-8	-7.016240E-3
2.885000E-8	-8.765162E-3
2.890000E-8	-1.036848E-2
2.895000E-8	-1.172685E-2
2.900000E-8	-1.278203E-2
2.905000E-8	-1.348776E-2
2.910000E-8	-1.378582E-2
2.915000E-8	-1.366934E-2
2.920000E-8	-1.316573E-2
2.925000E-8	-1.230412E-2
2.930000E-8	-1.111362E-2
2.935000E-8	-9.674738E-3
2.940000E-8	-8.064565E-3
2.945000E-8	-6.317356E-3
2.950000E-8	-4.534175E-3
2.955000E-8	-2.848632E-3
